id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
447,TCK-076XMGP9,Low,Closed,Software,Issue related to Hardware,Detailed ticket description VKbSLobZCpumqkNlfhPv,2024-10-26,2024-11-10,IT Support 2,2025-12-10 13:49:04
448,TCK-4B7725GW,Medium,Resolved,Security,Issue related to Network,Detailed ticket description AOPZdszVparZQkaPpVJZ,2024-11-26,2024-11-29,IT Support 2,2025-12-10 13:49:04
449,TCK-XZ7OQS05,Low,Open,Access Request,Issue related to Network,Detailed ticket description xgGiOFegQJLciWbURBYZ,2023-05-12,2023-05-17,IT Support 1,2025-12-10 13:49:04
450,TCK-OVWVMYMX,High,In Progress,Other,Issue related to Access Request,Detailed ticket description EbSyRCKdZPJQgOviSXLb,2024-05-20,2024-06-03,IT Support 2,2025-12-10 13:49:04
451,TCK-FL9AVX3S,Low,Resolved,Software,Issue related to Access Request,Detailed ticket description jpDXNMQUyKXUgWVUFNDZ,2024-09-14,2024-09-30,Technician A,2025-12-10 13:49:04
452,TCK-II0W23FI,Critical,Open,Other,Issue related to Access Request,Detailed ticket description iMuGrbXyKDqqHoAVjKBx,2023-10-24,2023-10-29,Unassigned,2025-12-10 13:49:04
453,TCK-T7TERZKO,Medium,In Progress,Software,Issue related to Hardware,Detailed ticket description yzLlXHumvSEEZULAuZdJ,2024-01-19,,Admin,2025-12-10 13:49:04
454,TCK-PL5OZCQ4,Medium,Open,Other,Issue related to Security,Detailed ticket description NTnkfDOioIGhYnYiktKV,2023-03-05,2023-03-26,Technician B,2025-12-10 13:49:04
455,TCK-73SO5F1A,High,Resolved,Access Request,Issue related to Other,Detailed ticket description MXrcIsHGPfDHUkSrALWb,2024-08-04,2024-08-09,Technician B,2025-12-10 13:49:04
456,TCK-3JE989ZK,Low,Closed,Security,Issue related to Hardware,Detailed ticket description pjzMzvnznShmPQGCQyid,2024-03-22,2024-04-12,Admin,2025-12-10 13:49:04
457,TCK-GN6SUZ5U,Low,Open,Access Request,Issue related to Network,Detailed ticket description SKCcwkuasDQlJSPosNdg,2024-08-28,2024-09-27,Technician A,2025-12-10 13:49:04
458,TCK-UEYMG1DJ,High,Closed,Access Request,Issue related to Software,Detailed ticket description BZlXUsUkVtvRukWypAUa,2023-08-27,2023-09-24,Technician B,2025-12-10 13:49:04
459,TCK-1JLZO5E5,Medium,Open,Hardware,Issue related to Security,Detailed ticket description MhaUuOoNTZeQmNeSPCsX,2023-06-17,,Admin,2025-12-10 13:49:04
460,TCK-UWB1IZU4,Critical,On Hold,Other,Issue related to Other,Detailed ticket description tmqTToZrDvfkbbyLPsNZ,2024-04-25,2024-05-25,IT Support 2,2025-12-10 13:49:04
461,TCK-1JNRAHDX,Critical,In Progress,Network,Issue related to Other,Detailed ticket description YOlxBTmcBVoVVEODbVSA,2023-03-28,2023-04-08,IT Support 1,2025-12-10 13:49:04
462,TCK-1048VTKD,Critical,Open,Security,Issue related to Access Request,Detailed ticket description aRxDswyeSaGHIcJBACdb,2023-01-21,2023-02-06,Admin,2025-12-10 13:49:04
463,TCK-8EJQFCED,Medium,In Progress,Security,Issue related to Network,Detailed ticket description YzhbbWubDxXzKRfTdDCu,2024-10-11,2024-11-03,Unassigned,2025-12-10 13:49:04
464,TCK-T18ILONT,Critical,Closed,Network,Issue related to Security,Detailed ticket description tUemvPhBVkwpjOtbawzx,2023-07-14,2023-08-02,IT Support 2,2025-12-10 13:49:04
465,TCK-9LVDUCP7,Critical,In Progress,Network,Issue related to Security,Detailed ticket description gcnVyfRXkgnEbBtVYtAK,2023-08-02,2023-08-06,IT Support 1,2025-12-10 13:49:04
466,TCK-OLXC9597,Critical,On Hold,Access Request,Issue related to Network,Detailed ticket description koaozaSWYKiklMlwDceI,2024-01-19,2024-01-30,Unassigned,2025-12-10 13:49:04
467,TCK-JB3CH8ZH,Critical,In Progress,Access Request,Issue related to Hardware,Detailed ticket description BqRujXlopYuyYZAvHpXJ,2024-10-28,2024-11-22,Technician A,2025-12-10 13:49:04
468,TCK-R142PBIK,High,On Hold,Hardware,Issue related to Other,Detailed ticket description msVfVJcGeeoduZcsvEeH,2023-11-29,2023-12-19,Technician A,2025-12-10 13:49:04
469,TCK-FJODSBYH,Critical,In Progress,Hardware,Issue related to Other,Detailed ticket description dtmJTPVfEaYHAwdqZsVv,2024-10-22,,Unassigned,2025-12-10 13:49:04
470,TCK-14WCKU97,Low,In Progress,Network,Issue related to Security,Detailed ticket description lMKZCibZVbcDDOakFUcM,2023-04-08,,IT Support 1,2025-12-10 13:49:04
471,TCK-R62VRTKX,Low,In Progress,Network,Issue related to Hardware,Detailed ticket description oEdlxcEjqbCibfUTrOZE,2023-06-05,,Admin,2025-12-10 13:49:04
472,TCK-H1I9C3X8,Medium,Resolved,Other,Issue related to Software,Detailed ticket description bubDVtsIqyesMifLUDvE,2023-05-13,,IT Support 1,2025-12-10 13:49:04
473,TCK-A6UVVCWD,Critical,On Hold,Other,Issue related to Hardware,Detailed ticket description fbPcvNLdHpaqTrkDPInZ,2024-07-06,2024-07-11,Technician A,2025-12-10 13:49:04
474,TCK-OEOYMGIG,Low,On Hold,Access Request,Issue related to Software,Detailed ticket description urRCfJojOHyzjJuWFhDa,2023-01-16,2023-02-10,IT Support 1,2025-12-10 13:49:04
475,TCK-4KZ8TIHI,Low,Closed,Access Request,Issue related to Security,Detailed ticket description pGyVfoIRzFtStvgKAYvK,2023-08-16,2023-09-11,IT Support 2,2025-12-10 13:49:04
476,TCK-VGQN2O1Y,Low,Open,Other,Issue related to Hardware,Detailed ticket description GPfiEBLhwvixqpSStgkE,2023-10-11,2023-10-28,Unassigned,2025-12-10 13:49:04
477,TCK-568QCO4I,Critical,Resolved,Network,Issue related to Hardware,Detailed ticket description cLyAtbWRrASBCSepCzbS,2023-07-29,2023-07-30,Admin,2025-12-10 13:49:04
478,TCK-4TZVYZA4,Low,Open,Hardware,Issue related to Software,Detailed ticket description vzuadfSXmPMwrdVZgZaL,2024-05-29,,IT Support 1,2025-12-10 13:49:04
479,TCK-QXZ18X6M,Medium,In Progress,Access Request,Issue related to Security,Detailed ticket description TQKrAovZiBwrFVULoMtU,2023-05-17,2023-05-26,Unassigned,2025-12-10 13:49:04
480,TCK-T8VPVVV0,Medium,Resolved,Network,Issue related to Access Request,Detailed ticket description eREaMYNVbSrhjhbtZkJF,2024-03-24,,Technician A,2025-12-10 13:49:04
481,TCK-VEVWJW1P,Medium,Open,Hardware,Issue related to Hardware,Detailed ticket description RGZisLNPgDVQOmCRDNMa,2023-03-26,2023-03-31,IT Support 1,2025-12-10 13:49:04
482,TCK-NZEHN2JB,Critical,Closed,Hardware,Issue related to Network,Detailed ticket description CKNlxmuyFPubJWwYaPUu,2024-05-01,2024-05-12,IT Support 1,2025-12-10 13:49:04
483,TCK-2V2S9KQN,Critical,In Progress,Network,Issue related to Software,Detailed ticket description tIsupbAFYyYgkPHTkMyY,2023-06-08,2023-06-11,Technician B,2025-12-10 13:49:04
484,TCK-AJ7P53H1,Low,In Progress,Hardware,Issue related to Software,Detailed ticket description RHKJCYyhDvVgrFBBiZkQ,2024-08-28,,Technician A,2025-12-10 13:49:04
485,TCK-C8O9XKG6,Medium,Open,Hardware,Issue related to Hardware,Detailed ticket description RGbdTmnYbPOIaEbDPzmf,2024-03-18,2024-04-16,Technician A,2025-12-10 13:49:04
486,TCK-WRZ3G48E,High,Resolved,Access Request,Issue related to Hardware,Detailed ticket description VOISkwuZbSmIIklglTrK,2023-09-14,2023-09-18,Technician B,2025-12-10 13:49:04
487,TCK-Z62CMGFX,Medium,Closed,Access Request,Issue related to Hardware,Detailed ticket description rEiUecmVtQoSqcKtUEHR,2023-09-04,2023-09-22,Technician A,2025-12-10 13:49:04
488,TCK-FUHPASP6,Critical,On Hold,Security,Issue related to Security,Detailed ticket description aTcUFofIBRNJQcEHkUpN,2024-11-13,2024-12-02,Unassigned,2025-12-10 13:49:04
489,TCK-AOQZV2H6,Medium,Resolved,Other,Issue related to Software,Detailed ticket description YNdClgKkarsGORZiYcGM,2023-09-26,2023-10-23,Admin,2025-12-10 13:49:04
490,TCK-9UE9S26T,Low,Closed,Hardware,Issue related to Access Request,Detailed ticket description dxWtvYVTLLcchkmiefcq,2023-04-04,,Technician B,2025-12-10 13:49:04
491,TCK-K5GLF60N,Critical,In Progress,Software,Issue related to Software,Detailed ticket description AEkDvWqWqqryEaZdOAYL,2023-03-12,2023-03-20,IT Support 1,2025-12-10 13:49:04
492,TCK-I8T14FZZ,Critical,In Progress,Hardware,Issue related to Access Request,Detailed ticket description YOzKaSRHFekxDrqoWwPS,2024-06-28,2024-07-21,Admin,2025-12-10 13:49:04
493,TCK-76TW6C5G,Low,Resolved,Hardware,Issue related to Security,Detailed ticket description EGZIxsodVfAZCDvupBuQ,2024-02-02,,Unassigned,2025-12-10 13:49:04
494,TCK-1K994459,High,In Progress,Security,Issue related to Software,Detailed ticket description KOdbzSAYzMueVtahuimG,2024-03-25,,IT Support 1,2025-12-10 13:49:04
495,TCK-TM5ETMJC,Critical,Closed,Security,Issue related to Software,Detailed ticket description kdzaPAnurFsIAfeJJKWi,2023-08-23,2023-09-13,IT Support 1,2025-12-10 13:49:04
496,TCK-JKWYDQBT,High,On Hold,Software,Issue related to Network,Detailed ticket description FdDEKHPjQHeYvaUqrPTp,2024-11-19,,Unassigned,2025-12-10 13:49:04
497,TCK-GWCHMBVZ,Medium,Resolved,Hardware,Issue related to Hardware,Detailed ticket description sVDWfvjarnziGhMswolX,2023-03-25,2023-04-19,Technician A,2025-12-10 13:49:04
498,TCK-HBNBKU3K,High,Open,Software,Issue related to Hardware,Detailed ticket description POScXiSNDqDqLkpHDymC,2023-08-22,2023-09-08,Technician B,2025-12-10 13:49:04
499,TCK-UC5W78KI,High,Closed,Other,Issue related to Security,Detailed ticket description FTJcvhTladZBSrRrxViK,2024-03-13,2024-04-10,Technician B,2025-12-10 13:49:04
500,TCK-VDBYDMMT,Critical,On Hold,Other,Issue related to Hardware,Detailed ticket description JLIXjqOPUYztGjfzswMX,2023-04-04,,Technician B,2025-12-10 13:49:04
501,TCK-GV8NY6YH,High,Closed,Other,Issue related to Security,Detailed ticket description DzIfpkLKxdBTvbZssxiy,2023-02-04,2023-02-27,Unassigned,2025-12-10 13:49:04
502,TCK-WHS8STEZ,Critical,In Progress,Access Request,Issue related to Other,Detailed ticket description otDVqyotHhQnwQuATzlG,2023-06-16,2023-07-12,IT Support 2,2025-12-10 13:49:04
503,TCK-6ZL1KXZU,Critical,In Progress,Other,Issue related to Access Request,Detailed ticket description MQtOebnACzxkrJSlGFYx,2023-07-26,,IT Support 1,2025-12-10 13:49:04
504,TCK-A934GEDD,Medium,Closed,Other,Issue related to Security,Detailed ticket description OqoQMXlcbtPXvcNqnLhT,2023-09-21,,Technician A,2025-12-10 13:49:04
505,TCK-JQ72HTJ0,Medium,On Hold,Other,Issue related to Security,Detailed ticket description PrEXVWcLLwytHSfOfQVj,2023-02-25,2023-03-14,Admin,2025-12-10 13:49:04
506,TCK-Y5DHF23W,Low,Closed,Network,Issue related to Access Request,Detailed ticket description bFWFrbxiwtCxbrikKVMZ,2024-07-17,2024-07-21,IT Support 1,2025-12-10 13:49:04
507,TCK-XSC40GMQ,Medium,Resolved,Network,Issue related to Software,Detailed ticket description mLFATgGknxehqyvSiTZN,2023-03-06,2023-03-29,Admin,2025-12-10 13:49:04
508,TCK-IS68H901,Critical,Resolved,Access Request,Issue related to Network,Detailed ticket description XMrnmStdreiqYSUrfaPL,2023-12-13,2024-01-12,IT Support 1,2025-12-10 13:49:04
509,TCK-S3JLINX4,Medium,Closed,Security,Issue related to Other,Detailed ticket description rtUDPnulpnXwVpwNyetf,2023-08-23,2023-09-03,IT Support 2,2025-12-10 13:49:04
510,TCK-PFUMK6Q0,Medium,In Progress,Security,Issue related to Access Request,Detailed ticket description JRyMQTNfPXtDwXGIvwev,2023-01-26,2023-02-20,IT Support 2,2025-12-10 13:49:04
511,TCK-84FXFRY1,Low,On Hold,Network,Issue related to Software,Detailed ticket description QqURxXQawTFhQfkAhVNo,2023-09-19,,Unassigned,2025-12-10 13:49:04
512,TCK-50RKWKQ6,High,Closed,Network,Issue related to Access Request,Detailed ticket description EjBYzrPgfJOXaAgHPSZZ,2023-12-30,,IT Support 1,2025-12-10 13:49:04
513,TCK-3M7Z8WZJ,Medium,In Progress,Other,Issue related to Network,Detailed ticket description JcIOLVBiMQtsjlfPIOTf,2023-07-04,2023-07-22,IT Support 2,2025-12-10 13:49:04
514,TCK-DG0IHHMO,Low,In Progress,Software,Issue related to Other,Detailed ticket description IxgTXBbvJUYaMiZpfERU,2024-03-10,2024-03-21,IT Support 1,2025-12-10 13:49:04
515,TCK-02TX4336,High,Open,Hardware,Issue related to Hardware,Detailed ticket description oBOgjJEMafSHrgrotsQY,2023-11-15,,IT Support 1,2025-12-10 13:49:04
516,TCK-4OJC00EC,High,Resolved,Software,Issue related to Network,Detailed ticket description HAbkgRWFpPwEKswfCgmD,2024-01-29,2024-02-03,Unassigned,2025-12-10 13:49:04
517,TCK-UP8UIS1Y,Critical,Closed,Access Request,Issue related to Other,Detailed ticket description kCNXjtIFjcUTfwhzusDs,2023-06-06,,Admin,2025-12-10 13:49:04
518,TCK-BJSUD3PC,High,Closed,Hardware,Issue related to Other,Detailed ticket description iIDDlIjYsSRvtNjbABsl,2024-01-04,,Admin,2025-12-10 13:49:04
519,TCK-MFUCT6RT,Medium,Open,Other,Issue related to Hardware,Detailed ticket description eiKDFyvSQoCHbdlZaYXY,2023-01-22,2023-02-14,IT Support 1,2025-12-10 13:49:04
520,TCK-E3NCFLJC,Critical,Resolved,Software,Issue related to Access Request,Detailed ticket description XjfyavFldPGSOBaagmrL,2024-02-16,,IT Support 2,2025-12-10 13:49:04
521,TCK-AIH1NXIJ,Critical,Resolved,Software,Issue related to Access Request,Detailed ticket description NTdkSUrtLiYrLdEgcaDP,2024-06-23,,IT Support 1,2025-12-10 13:49:04
522,TCK-XFH8WT3V,High,Resolved,Software,Issue related to Network,Detailed ticket description zrXUhrRPvapKaNpZqZUH,2023-01-26,2023-02-15,Technician B,2025-12-10 13:49:04
523,TCK-9W01QOWM,Medium,Resolved,Software,Issue related to Software,Detailed ticket description eaoCSUaGuaxjPuehuDpv,2024-04-16,2024-04-21,Technician B,2025-12-10 13:49:04
524,TCK-KDXTC04H,High,In Progress,Security,Issue related to Network,Detailed ticket description ItChzfJsZitaVuKCrtKk,2023-02-19,2023-03-07,Unassigned,2025-12-10 13:49:04
525,TCK-LA9BWVRB,Critical,Open,Access Request,Issue related to Software,Detailed ticket description dSGRzBolUFNQKPXpsUsN,2024-02-20,2024-03-07,IT Support 1,2025-12-10 13:49:04
526,TCK-AYPYAC49,Medium,Open,Security,Issue related to Security,Detailed ticket description yqWHhNBKOmyRxLpqQHjm,2023-05-22,,Admin,2025-12-10 13:49:04
527,TCK-3RVC8WVL,Critical,Resolved,Network,Issue related to Other,Detailed ticket description xZGDlJtEqfSffDggWqfQ,2024-05-23,2024-05-24,IT Support 1,2025-12-10 13:49:04
528,TCK-CJJBWJ49,Low,Closed,Security,Issue related to Software,Detailed ticket description VbfQsfbKZlJlWvrupykq,2023-08-10,2023-08-12,Technician B,2025-12-10 13:49:04
529,TCK-FCUITTH8,Medium,In Progress,Network,Issue related to Access Request,Detailed ticket description yGIjfDANFzQuwkbIHqHa,2023-01-31,,Unassigned,2025-12-10 13:49:04
530,TCK-MYF2P4NR,Low,Closed,Access Request,Issue related to Access Request,Detailed ticket description rvlUALugchhcCBFIuiDX,2023-12-12,2023-12-30,Admin,2025-12-10 13:49:04
531,TCK-DSVDA97C,Low,On Hold,Security,Issue related to Network,Detailed ticket description jLsOzKICIXOgBWexJXqc,2024-09-17,,IT Support 1,2025-12-10 13:49:04
532,TCK-0KP8BJS5,High,Closed,Other,Issue related to Software,Detailed ticket description twRjBdVXareLwOSEhgnO,2023-08-21,,Technician A,2025-12-10 13:49:04
533,TCK-YJWNGIQ9,Medium,Resolved,Access Request,Issue related to Access Request,Detailed ticket description XWCEhrSZvUEarlzklEnY,2024-06-14,,IT Support 1,2025-12-10 13:49:04
534,TCK-AGEJLUY3,Low,Closed,Other,Issue related to Other,Detailed ticket description LDNKPPuezdIdUVthNLqV,2024-03-16,2024-04-03,IT Support 2,2025-12-10 13:49:04
535,TCK-SV74SVUT,Medium,Closed,Security,Issue related to Network,Detailed ticket description cwSLMKMsIeOwBquPjWLx,2024-10-14,2024-10-27,IT Support 1,2025-12-10 13:49:04
536,TCK-VG2CUY53,Low,Resolved,Security,Issue related to Hardware,Detailed ticket description zqlzoUOobKyRKnJHGgsH,2023-10-12,2023-10-18,IT Support 1,2025-12-10 13:49:04
537,TCK-4NV75MIP,Low,On Hold,Security,Issue related to Access Request,Detailed ticket description phaEAeoGzYGfmgVqJVif,2024-04-06,2024-04-13,Technician B,2025-12-10 13:49:04
538,TCK-78EDWDUH,High,Resolved,Security,Issue related to Other,Detailed ticket description WqRrCHzULBEGCFscmPbu,2023-02-27,2023-03-04,Technician B,2025-12-10 13:49:04
539,TCK-3CIZF6P4,High,In Progress,Security,Issue related to Software,Detailed ticket description PixqbDnBIhIAaZFxrshi,2023-07-29,2023-08-17,Technician B,2025-12-10 13:49:04
540,TCK-9XRPMUFL,Critical,In Progress,Security,Issue related to Access Request,Detailed ticket description jBztXlGUSHjjOKkLqume,2024-08-05,2024-09-02,IT Support 2,2025-12-10 13:49:04
541,TCK-07B4NY2D,Critical,Resolved,Hardware,Issue related to Hardware,Detailed ticket description SJYtUgixjEdMuLZRVVfC,2023-10-02,2023-10-14,Technician A,2025-12-10 13:49:04
542,TCK-3QAEZFGH,Medium,Resolved,Other,Issue related to Access Request,Detailed ticket description iXZuBZGkpuOztMtlFhFd,2023-01-09,2023-02-07,Technician A,2025-12-10 13:49:04
543,TCK-A240SL6I,Low,Resolved,Network,Issue related to Network,Detailed ticket description AoeHxAWoYbsKwtAandtg,2023-04-22,2023-05-16,IT Support 2,2025-12-10 13:49:04
544,TCK-VAYFRVYS,Critical,Open,Hardware,Issue related to Software,Detailed ticket description MAsKoomClcMjBnINcuFN,2024-08-25,,IT Support 2,2025-12-10 13:49:04
545,TCK-GJ3MJU8V,High,Resolved,Software,Issue related to Hardware,Detailed ticket description CEIRQDdUzFzvqrNywgHC,2023-01-24,,Technician B,2025-12-10 13:49:04
546,TCK-KRA27JRP,Low,In Progress,Network,Issue related to Other,Detailed ticket description imZgsgJIKgTGGfZYKeso,2024-04-11,,Technician B,2025-12-10 13:49:04
547,TCK-LMR9FOJI,Critical,On Hold,Access Request,Issue related to Software,Detailed ticket description YnlRNktGqftoUrjeQnRw,2024-04-18,2024-04-22,Technician B,2025-12-10 13:49:04
548,TCK-G897DXAH,High,On Hold,Hardware,Issue related to Access Request,Detailed ticket description cpdadowzoLclobvseSBO,2024-09-10,2024-09-14,Technician A,2025-12-10 13:49:04
549,TCK-1V81KZV3,Medium,Open,Other,Issue related to Network,Detailed ticket description LLhSeBFmBMzRRFSnbGEv,2024-08-19,2024-09-15,Technician A,2025-12-10 13:49:04
550,TCK-4WLJU3AN,Critical,On Hold,Software,Issue related to Network,Detailed ticket description TkdXrzEhzBGpaAyTlZKO,2024-03-18,2024-03-24,Technician B,2025-12-10 13:49:04
551,TCK-BHYZFC5P,Low,Resolved,Network,Issue related to Network,Detailed ticket description nAaJAATufNsVWiYFkote,2024-05-23,,Technician B,2025-12-10 13:49:04
552,TCK-0QEU6LX3,Critical,In Progress,Hardware,Issue related to Network,Detailed ticket description qIXHGCEbYviEdqmxmOft,2023-03-20,2023-04-15,Technician B,2025-12-10 13:49:04
553,TCK-Z3X4NLFO,Medium,Resolved,Software,Issue related to Other,Detailed ticket description LuHSCRktcvKdTFIogWpF,2024-03-16,2024-03-26,IT Support 1,2025-12-10 13:49:04
554,TCK-ENBNQXL0,Medium,In Progress,Hardware,Issue related to Software,Detailed ticket description gpgFxrudhnywiRlOmwBQ,2024-02-25,2024-03-03,IT Support 1,2025-12-10 13:49:04
555,TCK-BM83HMNR,High,In Progress,Hardware,Issue related to Hardware,Detailed ticket description WPyIVtEYbUGmOcRmeysi,2024-02-16,2024-03-09,IT Support 1,2025-12-10 13:49:04
556,TCK-87Z2Y84L,High,Closed,Software,Issue related to Other,Detailed ticket description tDkcIidwcaZzVYWGWied,2024-07-02,2024-07-03,Admin,2025-12-10 13:49:04
557,TCK-HS8D8P0U,Low,In Progress,Hardware,Issue related to Other,Detailed ticket description htUmYRtwlfaTrplzUjVP,2024-09-19,,IT Support 2,2025-12-10 13:49:04
558,TCK-83PON0JQ,Low,Resolved,Security,Issue related to Software,Detailed ticket description HlSwenrwfgPclXZjzXsi,2023-09-08,2023-09-23,IT Support 1,2025-12-10 13:49:04
559,TCK-CD6TGH66,High,On Hold,Access Request,Issue related to Security,Detailed ticket description qIcaBUjuUrzAbGRdbMyq,2024-08-28,2024-09-14,IT Support 1,2025-12-10 13:49:04
560,TCK-9FA6WL8B,Critical,Resolved,Other,Issue related to Software,Detailed ticket description YSsXxcVpNgFeBcygCHeE,2024-08-25,2024-08-29,IT Support 2,2025-12-10 13:49:04
561,TCK-0ZJAOS7Q,Medium,Open,Hardware,Issue related to Hardware,Detailed ticket description aKZFDBENUqGJMavvHtwr,2024-07-09,2024-07-22,Admin,2025-12-10 13:49:04
562,TCK-TTZK4WFI,High,Resolved,Security,Issue related to Security,Detailed ticket description rgEmZYnYgRGwImgPgeYF,2024-06-19,2024-07-14,Unassigned,2025-12-10 13:49:04
563,TCK-SGXWCPKQ,Critical,On Hold,Access Request,Issue related to Security,Detailed ticket description yfzrYaSyLTnptnEIgcPl,2023-02-19,2023-03-18,Admin,2025-12-10 13:49:04
564,TCK-65F30RDY,Low,On Hold,Network,Issue related to Security,Detailed ticket description fsyJSRlsWiildOfFNOSz,2024-11-20,2024-11-28,Admin,2025-12-10 13:49:04
565,TCK-21KJ4OOQ,Low,Closed,Access Request,Issue related to Other,Detailed ticket description svZvIGSqrztNHIrCyxwP,2023-12-07,,Technician B,2025-12-10 13:49:04
566,TCK-J7UBT9R9,Critical,On Hold,Hardware,Issue related to Network,Detailed ticket description WgdHqVirwFWxlXiAwmaE,2023-05-13,,Technician A,2025-12-10 13:49:04
567,TCK-RKERT05U,Critical,Open,Hardware,Issue related to Network,Detailed ticket description vNjjnrmWKTUCTzdjWpNt,2024-10-26,2024-11-13,IT Support 2,2025-12-10 13:49:04
568,TCK-0JLTY7EH,Medium,Open,Software,Issue related to Network,Detailed ticket description twCGlhBFfMVSPVoYBOLG,2024-10-28,,Admin,2025-12-10 13:49:04
569,TCK-R7XGF37T,Medium,Closed,Software,Issue related to Security,Detailed ticket description veVHcsSzOoAKqdtZJpAi,2024-03-22,2024-04-20,Unassigned,2025-12-10 13:49:04
570,TCK-GXQV9C4V,High,On Hold,Hardware,Issue related to Access Request,Detailed ticket description tOijIPHvOIoWDcAaHfBq,2023-01-31,2023-02-28,Technician A,2025-12-10 13:49:04
571,TCK-LGVHW07Q,Medium,Open,Access Request,Issue related to Hardware,Detailed ticket description RvyTsdkfmQONFCrIYooh,2024-03-29,2024-04-05,Unassigned,2025-12-10 13:49:04
572,TCK-NSTXU0LA,Critical,Open,Security,Issue related to Network,Detailed ticket description AHNopAyBqsuPuvpHhNEe,2024-02-11,,IT Support 1,2025-12-10 13:49:04
573,TCK-JB834B4W,High,Resolved,Hardware,Issue related to Security,Detailed ticket description BXfBfpsjyHeAUYymCLER,2023-06-30,2023-07-02,IT Support 1,2025-12-10 13:49:04
574,TCK-6QUP4SYF,Medium,Open,Hardware,Issue related to Access Request,Detailed ticket description fhnqWsvJdTalZBADUJGN,2024-02-20,2024-03-15,Admin,2025-12-10 13:49:04
575,TCK-XWZN71P1,Critical,Closed,Other,Issue related to Network,Detailed ticket description XVHpZgQnRmtYbxKWSKHc,2024-02-17,,IT Support 1,2025-12-10 13:49:04
576,TCK-S9B4939Q,High,In Progress,Hardware,Issue related to Network,Detailed ticket description DcqPItqpLPPIjXgdGEpc,2023-12-24,,IT Support 2,2025-12-10 13:49:04
577,TCK-U71TBSF5,High,In Progress,Access Request,Issue related to Other,Detailed ticket description wfkNGakhuglzoroswrOM,2024-08-31,2024-09-05,Admin,2025-12-10 13:49:04
578,TCK-SDV3YWYK,Low,On Hold,Other,Issue related to Hardware,Detailed ticket description DHFFhRnrqoFmfNvMYnPF,2023-10-25,,Technician A,2025-12-10 13:49:04
579,TCK-2NPF47W3,Medium,In Progress,Other,Issue related to Security,Detailed ticket description ZYevXDyftqYkESMevyQO,2023-06-17,2023-07-11,Technician B,2025-12-10 13:49:04
580,TCK-28J83EB2,Critical,Closed,Hardware,Issue related to Network,Detailed ticket description HLqlYTyVEXJAwKTVrXdU,2024-09-03,2024-10-03,IT Support 1,2025-12-10 13:49:04
581,TCK-ZZE9RL5L,Critical,On Hold,Software,Issue related to Hardware,Detailed ticket description IeAtdDcBsbyNeWbFGIZG,2024-04-09,,Unassigned,2025-12-10 13:49:04
582,TCK-VGG6L9TR,Medium,In Progress,Security,Issue related to Access Request,Detailed ticket description wBNwDvqBUMDizLmFKrvm,2023-04-03,,Admin,2025-12-10 13:49:04
583,TCK-9J76IJTJ,Low,Closed,Software,Issue related to Access Request,Detailed ticket description YROQGOIIzrxhxGENtiPQ,2024-09-21,2024-10-13,Technician B,2025-12-10 13:49:04
584,TCK-8PL61PGX,Critical,Open,Access Request,Issue related to Other,Detailed ticket description NsFmFrSaYUIVKGRnnriG,2024-05-04,2024-05-07,IT Support 2,2025-12-10 13:49:04
585,TCK-LQW5RAYG,Critical,On Hold,Access Request,Issue related to Hardware,Detailed ticket description qRlPmhglySvQLgIBBadh,2023-12-10,2023-12-18,Technician A,2025-12-10 13:49:04
586,TCK-XRPMIG20,High,Closed,Software,Issue related to Security,Detailed ticket description BpQjDeJdoBnZSsWSywgU,2023-04-20,,Unassigned,2025-12-10 13:49:04
587,TCK-0AIINISV,Low,Open,Security,Issue related to Other,Detailed ticket description VsqOLmEXzoaXNapODvJC,2023-05-14,2023-06-05,Technician A,2025-12-10 13:49:04
588,TCK-0OGNIU5C,Critical,Open,Security,Issue related to Access Request,Detailed ticket description eTMvfVKKMxAYKGLRLdWE,2023-08-03,2023-08-23,Technician B,2025-12-10 13:49:04
589,TCK-87AYEF4A,Low,On Hold,Access Request,Issue related to Other,Detailed ticket description NPRYrPPkoQVoyLbfvOSi,2024-02-06,2024-02-07,IT Support 1,2025-12-10 13:49:04
590,TCK-LU6YSR3N,Critical,Resolved,Access Request,Issue related to Network,Detailed ticket description ghCpQNSlsUshMgBKxxVA,2023-12-15,2023-12-25,Technician A,2025-12-10 13:49:04
591,TCK-7MQM850W,Low,Resolved,Other,Issue related to Other,Detailed ticket description lUjZwiOlKbwDSzCcfOiR,2024-10-12,2024-10-24,IT Support 1,2025-12-10 13:49:04
592,TCK-N8BD8F69,Medium,Resolved,Other,Issue related to Access Request,Detailed ticket description AMigaCpfGcsAbFclxYrh,2024-01-28,2024-02-21,IT Support 2,2025-12-10 13:49:04
593,TCK-NR2FUNAW,Low,Resolved,Network,Issue related to Other,Detailed ticket description NbRaKQtrzMfzILJpgrqO,2023-04-05,2023-05-03,Technician B,2025-12-10 13:49:04
594,TCK-B5FG80VZ,Critical,Resolved,Network,Issue related to Software,Detailed ticket description lHwgXbtwTdoYlhlhkvVD,2024-08-02,2024-08-20,Admin,2025-12-10 13:49:04
595,TCK-MWGCI7ST,Critical,Closed,Security,Issue related to Access Request,Detailed ticket description XliZqbzxDaanPXGHmlSK,2023-07-09,2023-07-24,Technician B,2025-12-10 13:49:04
